Data_Hora_Coleta	Data_viagem	Parque	Preco
2024-01-27 11:55	2024-02-01	2 Dias - Disney World Basico	R$ 1927.06
2024-01-27 11:57	2024-02-01	3 Dias - Disney World Basico	R$ 2495.72
2024-01-27 11:59	2024-02-01	4 Dias - Disney World Basico	R$ 3151.01
2024-01-27 12:01	2024-02-01	5 Dias - Disney World Basico	R$ 3427.66
2024-01-27 11:56	2024-02-06	2 Dias - Disney World Basico	R$ 1890.36
2024-01-27 11:58	2024-02-06	3 Dias - Disney World Basico	R$ 2492.51
2024-01-27 12:00	2024-02-06	4 Dias - Disney World Basico	R$ 3238.7
2024-01-27 12:02	2024-02-06	5 Dias - Disney World Basico	R$ 3513.31
2024-01-27 11:56	2024-02-16	2 Dias - Disney World Basico	R$ 2170.22
2024-01-27 11:58	2024-02-16	3 Dias - Disney World Basico	R$ 2838.14
2024-01-27 12:00	2024-02-16	4 Dias - Disney World Basico	R$ 3607.62
2024-01-27 12:02	2024-02-16	5 Dias - Disney World Basico	R$ 3958.79
2024-01-27 11:56	2024-03-14	2 Dias - Disney World Basico	R$ 2077.83
2024-01-27 11:58	2024-03-14	3 Dias - Disney World Basico	R$ 2725.13
2024-01-27 12:00	2024-03-14	4 Dias - Disney World Basico	R$ 3475.31
2024-01-27 12:02	2024-03-14	5 Dias - Disney World Basico	R$ 3809.39
2024-01-27 11:57	2024-03-31	2 Dias - Disney World Basico	R$ 2105.53
2024-01-27 11:59	2024-03-31	3 Dias - Disney World Basico	R$ 2754.2
2024-01-27 12:01	2024-03-31	4 Dias - Disney World Basico	R$ 3519.27
2024-01-27 12:03	2024-03-31	5 Dias - Disney World Basico	R$ 3860.2
2024-01-27 11:57	2024-06-01	2 Dias - Disney World Basico	R$ 1939.27
2024-01-27 11:59	2024-06-01	3 Dias - Disney World Basico	R$ 2524.38
2024-01-27 12:01	2024-06-01	4 Dias - Disney World Basico	R$ 3250.31
2024-01-27 12:03	2024-06-01	5 Dias - Disney World Basico	R$ 3521.47
